,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]",output
2622,2,8,5,6,5.5,3,5,4.0,11,2,1,2,1,4,2,4,6,6,2,3.0,3.5,5.0,2.0,0,1,0,0,4,6,0,0,2.0,3.5,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,1,4,1,4,2,4,2,3,1,3,1,2,1,0,0,0,0,2
7201,5,22,3,6,4.4,4,6,4.4,22,1,0,1,0,2,2,3,4,4,4,2.2,1.8,2.8,3.0,0,0,0,0,3,4,2,0,1.8,1.8,0.8,0.0,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0,11,12,4,15,7,8,2,13,6,5,1,8,4,3,1,1,2,2,7,12,14,4
8025,2,14,4,6,5.0,6,8,7.0,10,0,0,1,3,3,3,3,3,4,4,2.0,3.0,3.5,3.5,0,1,1,0,3,3,2,0,1.5,2.0,1.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,8,9,4,7,3,4,1,10,6,6,3,3,1,1,0,0,3,3,1,1,0,4
6842,4,10,3,4,3.8,2,4,2.5,15,0,0,1,0,1,0,3,2,2,2,2.0,1.0,1.2,1.5,0,0,0,0,2,2,1,2,1.5,0.8,0.8,0.8,4,3,3,4,4,3,3,3,3,2,2,3,3,2,2,3,2,1,3,3,1,1,2,1,1,0,1,1,0,0,8,4,2,6,5,2,1,7,6,2,1,3,3,0,0,0,2,2,3,5,5,4
3321,2,9,4,4,4.0,3,6,4.5,8,0,0,3,1,1,2,3,3,3,3,3.0,2.0,2.0,2.5,1,1,0,0,3,3,0,0,2.0,2.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,3,3,1,4,1,1,0,4,1,1,0,2,1,1,0,0,0,2
4983,3,16,5,9,6.3,4,8,5.3,19,1,1,2,2,2,2,9,4,4,6,5.0,3.0,3.0,3.7,1,0,0,0,9,2,2,0,4.7,1.0,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,11,11,8,11,6,7,4,9,5,7,5,6,2,4,2,0,0,6,0,18,6,3
1108,4,15,4,5,4.5,2,6,3.8,18,1,0,1,0,2,1,2,3,4,4,1.2,1.8,3.0,2.2,0,0,1,0,2,3,2,1,1.0,1.8,1.5,0.2,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,4,3,3,2,1,1,0,0,1,1,0,0,8,8,3,14,7,8,3,10,6,4,1,9,5,4,1,0,4,4,19,9,0,2
9061,4,17,3,7,4.8,3,5,4.2,19,1,1,1,2,1,1,4,6,3,5,2.5,3.8,1.5,2.8,0,0,0,0,4,5,1,1,1.5,2.5,0.5,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,1,1,1,1,0,0,0,0,9,14,7,8,3,6,2,12,6,10,5,5,2,3,1,0,0,2,0,15,23,5
5039,3,9,5,5,5.0,2,4,3.0,15,1,0,1,2,0,2,3,2,2,5,2.0,2.0,1.3,3.3,1,1,0,0,3,2,2,3,1.7,1.7,0.7,1.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,7,6,5,4,4,3,3,7,5,4,3,3,3,2,2,1,0,1,15,9,20,4
7422,5,23,4,6,5.0,4,6,4.6,25,2,1,2,3,1,1,4,4,5,4,3.4,3.2,2.4,2.4,2,0,0,0,4,3,4,1,3.0,1.0,0.8,0.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,0,0,1,1,1,1,0,0,0,0,14,14,8,16,8,10,5,14,8,7,4,11,5,6,3,0,0,0,0,0,26,6
2141,4,19,4,6,4.8,4,7,4.8,19,2,2,1,1,1,1,5,4,5,3,3.0,2.5,2.5,2.0,0,0,0,0,5,4,2,0,2.8,1.2,0.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1,1,0,0,0,0,0,0,0,0,10,15,7,12,5,9,3,14,7,12,6,9,3,7,2,0,0,0,0,0,34,6
4942,3,10,4,8,5.7,2,4,3.3,17,1,0,0,2,2,3,5,3,3,4,2.7,2.7,2.3,3.7,0,2,1,0,5,3,2,0,1.7,2.3,1.7,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,6,7,4,8,5,6,3,6,4,3,2,4,3,2,1,0,3,3,16,11,17,4
9551,4,15,3,5,3.8,2,6,3.8,15,2,1,1,1,1,0,4,2,3,2,2.5,1.5,1.8,1.5,1,0,0,0,3,2,2,0,2.2,0.8,0.8,0.0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,9,9,5,9,4,5,2,7,3,5,2,3,0,2,0,0,0,6,0,13,0,5
4772,4,18,3,7,5.2,4,6,4.5,21,3,2,1,1,2,1,6,4,3,6,3.5,2.2,2.8,3.5,0,0,0,0,6,1,3,0,3.2,0.2,1.8,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,3,2,1,1,0,0,0,0,0,0,0,0,7,9,2,12,6,5,2,13,3,7,0,8,3,3,0,0,0,3,0,65,0,5
2076,3,12,3,5,4.0,2,6,4.0,12,1,1,2,1,1,1,4,2,4,4,2.7,1.7,2.7,2.3,0,0,0,0,4,1,4,0,2.0,0.7,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,9,6,4,0,2,0,7,4,5,3,2,0,1,0,2,1,2,5,4,0,4
4513,2,9,3,7,5.0,4,5,4.5,10,1,0,1,2,3,1,6,3,3,2,3.5,2.5,3.0,1.5,1,2,0,0,3,2,2,0,2.0,2.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,7,5,4,3,3,3,5,3,4,2,1,1,1,1,1,7,1,0,0,0,4
2211,3,13,3,5,4.3,4,5,4.3,13,0,0,0,2,2,1,4,2,3,4,2.3,2.0,2.3,2.3,0,1,0,0,4,2,2,0,1.7,1.3,1.3,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,7,7,3,9,4,5,2,7,3,2,0,4,1,1,0,1,1,2,4,3,3,4
1584,2,9,4,6,5.0,4,5,4.5,10,1,1,3,2,1,3,4,3,2,5,3.5,2.5,1.5,4.0,2,0,0,0,4,2,2,0,3.0,1.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,7,4,7,4,6,4,4,1,3,1,3,1,2,1,0,0,3,0,0,0,5
1172,2,8,6,8,7.0,3,5,4.0,14,0,0,1,3,2,3,3,5,5,3,2.0,4.0,3.5,3.0,0,2,1,0,3,2,5,1,1.5,2.0,3.0,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,5,7,4,5,2,4,1,7,4,6,3,4,1,3,0,0,1,1,2,3,2,4
6005,6,23,3,6,4.2,2,8,3.8,25,4,2,1,1,0,0,6,5,4,4,2.5,2.5,2.0,2.3,0,0,0,0,6,4,1,1,2.2,1.3,0.5,0.2,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1,3,1,2,0,1,1,1,1,0,0,0,0,12,14,6,13,4,9,2,13,7,8,4,6,2,4,1,0,0,6,0,5,0,5
3921,2,11,5,5,5.0,5,6,5.5,10,0,0,3,1,2,2,4,2,3,3,3.5,1.5,2.5,2.5,3,0,0,0,4,1,2,0,3.5,0.5,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,5,5,7,5,2,2,8,6,3,3,5,3,1,1,1,1,2,0,4,6,2
5447,3,11,3,5,4.3,2,5,3.7,13,1,0,0,2,2,0,4,3,3,3,2.7,2.3,2.3,1.3,0,0,0,0,4,2,1,0,2.3,1.3,0.7,0.0,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,7,6,3,8,5,4,2,4,2,3,1,2,1,2,1,1,1,1,1,1,6,2
691,2,7,3,6,4.5,2,5,3.5,9,0,0,1,1,1,1,3,5,2,2,2.0,3.0,1.5,1.5,1,0,0,0,1,5,2,0,1.0,2.5,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,5,4,3,3,1,1,5,4,4,3,2,2,1,1,1,1,0,0,1,1,2
182,2,6,5,6,5.5,2,4,3.0,11,0,0,1,2,3,1,4,4,3,3,2.5,3.0,3.0,2.0,1,1,0,0,4,2,3,0,2.5,1.5,1.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,5,3,4,2,3,2,4,1,3,1,3,1,2,1,1,1,1,1,2,2,1
2879,3,12,3,5,4.0,3,6,4.0,12,1,0,1,1,2,3,2,2,2,3,1.3,1.7,2.0,3.0,1,0,1,0,2,2,2,0,1.3,1.0,1.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,8,6,3,8,7,4,3,7,3,3,0,3,2,1,0,0,2,2,7,13,9,4
3197,3,10,3,8,5.0,3,4,3.3,15,0,0,0,1,2,1,7,3,3,2,3.3,2.0,2.3,1.3,0,0,1,0,5,1,3,0,2.7,0.3,2.0,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,6,7,3,5,3,3,1,6,3,5,2,1,0,1,0,0,2,2,8,12,0,4
5860,4,16,3,4,3.8,3,6,4.0,15,4,3,1,1,1,2,4,4,3,3,2.8,2.5,2.0,2.2,0,0,0,0,4,3,1,0,2.5,1.0,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,8,13,5,7,4,7,4,7,2,6,1,2,0,2,0,0,0,0,0,0,3,6
260,3,7,4,6,5.0,2,3,2.3,15,1,1,0,0,2,2,2,3,4,4,1.3,1.3,2.7,3.0,0,0,2,0,0,3,4,2,0.0,1.3,2.7,1.0,2,2,1,3,2,2,1,3,2,2,1,3,2,2,1,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,3,4,1,4,0,3,0,6,3,4,1,3,0,3,0,0,1,1,10,10,0,4
1892,5,18,3,7,4.8,2,5,3.6,24,2,0,1,2,0,0,5,5,4,4,2.8,2.8,2.2,2.4,0,1,0,0,5,2,2,2,2.2,1.6,0.6,0.4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,2,0,2,0,1,0,1,0,1,0,1,0,11,13,8,8,2,5,1,9,6,5,3,5,2,3,1,3,3,0,10,0,0,4
1798,3,14,4,7,5.0,3,8,4.7,15,0,0,0,2,0,3,4,3,6,6,1.7,2.7,2.7,4.0,0,2,0,0,3,3,1,1,1.3,2.7,0.7,0.3,2,3,2,2,1,2,1,3,2,3,2,2,1,2,1,2,3,2,2,1,2,1,1,0,1,0,1,0,1,0,8,8,5,8,3,4,2,11,6,5,3,6,2,2,1,1,1,1,13,2,7,4
9242,5,20,3,4,3.4,3,6,4.0,17,3,1,0,0,1,0,3,3,4,3,2.0,1.6,2.4,1.2,0,0,0,0,3,3,2,0,1.4,1.4,0.6,0.0,4,4,3,5,4,4,3,3,3,3,3,3,3,3,3,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,12,9,4,10,4,4,0,9,6,2,1,3,1,1,0,2,4,0,5,0,0,4
8219,3,16,4,6,5.3,3,8,5.3,16,1,0,0,2,3,2,5,5,5,4,2.7,3.0,4.0,3.3,0,0,1,0,5,0,5,1,2.3,0.0,2.7,0.3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,0,0,3,2,0,0,1,0,0,0,1,0,0,0,6,10,3,11,3,6,1,10,3,7,2,5,0,3,0,0,4,4,9,14,5,2
6577,5,25,3,5,4.0,3,7,5.0,20,4,2,1,1,2,2,4,5,3,4,2.4,2.6,2.4,2.4,0,0,0,0,4,4,3,0,1.6,1.6,0.8,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,15,14,8,13,8,6,4,17,9,8,4,9,4,3,1,0,0,0,0,0,18,6
4871,2,12,4,4,4.0,4,8,6.0,8,0,0,2,2,1,2,3,3,3,2,2.5,2.5,2.0,2.0,2,0,1,0,3,1,1,0,2.5,0.5,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,7,8,5,9,5,6,4,8,3,5,2,5,1,3,1,0,3,3,1,2,1,4
5445,4,17,3,5,4.2,2,6,4.2,17,1,1,2,1,0,1,3,2,3,4,2.2,1.8,2.0,2.5,0,0,0,0,3,2,3,0,1.2,1.2,1.8,0.0,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,2,3,2,3,1,2,1,0,0,0,0,0,0,0,0,9,6,4,11,3,3,1,13,7,3,2,8,2,1,0,1,2,2,18,22,0,4
7656,3,12,3,5,3.7,3,5,4.0,11,2,2,0,1,1,2,3,3,3,4,2.0,2.0,2.0,2.7,0,0,0,0,3,2,3,0,1.3,0.7,1.7,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,7,7,5,5,2,2,2,8,4,5,3,2,0,0,0,0,0,2,0,2,0,3
1583,3,14,5,5,5.0,2,7,4.7,15,1,0,2,1,2,2,4,5,3,4,3.0,3.3,2.3,2.7,0,0,0,0,4,4,2,1,2.0,1.7,1.0,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,1,1,0,0,1,1,0,0,9,8,3,9,5,4,0,8,6,3,1,6,4,2,0,1,1,1,3,8,14,4
2904,7,30,4,6,4.7,3,7,4.3,33,2,0,1,1,1,1,4,5,3,5,2.3,2.1,2.1,3.0,1,0,0,0,4,5,1,1,2.0,1.9,0.7,0.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,3,3,1,1,1,1,1,1,1,1,19,19,12,19,12,11,6,21,12,12,7,12,7,6,3,2,6,2,12,11,14,4
7630,2,9,3,5,4.0,3,6,4.5,8,4,2,3,1,1,3,5,4,3,5,4.0,2.5,2.0,4.0,3,0,0,0,5,0,0,0,4.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,2,3,1,4,1,1,0,2,1,1,0,0,0,2,0,0,0,5
6172,2,7,6,7,6.5,3,4,3.5,13,0,0,3,0,2,1,5,2,2,4,4.0,1.0,2.0,2.5,3,0,2,0,4,2,2,0,3.5,1.0,2.0,0.0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,6,4,3,6,5,4,3,5,4,3,2,4,3,3,2,0,2,2,2,5,4,2
2293,3,11,4,7,5.0,3,4,3.7,15,2,1,2,3,0,1,4,5,3,4,2.7,3.7,1.7,2.7,2,0,0,0,4,5,0,0,2.7,2.3,0.0,0.0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,4,4,2,2,6,3,3,1,3,3,1,1,0,0,0,0,10,25,5
6687,2,11,4,5,4.5,4,7,5.5,9,1,1,3,2,2,2,4,3,4,4,3.5,2.5,3.0,3.0,3,0,0,0,4,0,2,0,3.5,0.0,1.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1,7,2,3,1,8,3,3,1,5,1,2,1,0,0,3,0,0,0,5
6735,2,9,3,3,3.0,4,5,4.5,6,2,1,2,1,1,1,2,3,2,3,2.0,2.0,1.5,2.0,0,0,0,0,2,3,1,0,1.0,1.5,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,5,1,5,3,3,1,4,1,2,0,1,0,1,0,1,1,0,0,0,0,4
2187,5,20,3,8,4.6,3,6,4.0,23,1,0,0,1,2,2,5,3,4,6,1.8,2.0,3.0,2.8,0,0,0,0,5,2,3,1,1.6,0.8,2.0,0.2,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,3,4,3,2,2,1,0,0,0,1,0,0,0,10,9,5,14,7,4,3,13,4,5,1,8,2,1,0,1,5,2,11,7,0,4
5782,4,17,4,6,5.2,3,5,4.2,21,0,0,2,2,1,1,4,4,3,3,3.2,3.0,1.8,2.5,2,0,0,0,4,2,2,1,3.2,1.0,0.8,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,13,13,9,8,6,4,2,10,6,8,4,5,3,3,1,2,1,2,0,28,39,2
3585,3,15,4,5,4.3,2,9,5.0,13,1,1,2,0,1,3,4,4,4,4,3.0,2.3,2.0,3.3,2,0,0,0,4,2,2,0,3.0,0.7,0.7,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,7,3,9,4,3,1,8,3,3,1,5,2,1,1,0,0,2,0,4,3,5
9564,3,17,4,6,4.7,4,8,5.7,14,1,1,1,2,2,2,4,3,4,4,2.7,2.7,3.0,3.0,1,0,0,0,4,3,4,0,2.3,1.0,1.3,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12,5,3,12,7,3,1,11,6,2,0,9,4,2,0,0,0,0,0,6,6,6
750,3,10,3,4,3.7,2,4,3.3,11,3,1,0,2,1,1,2,3,3,3,1.3,2.3,2.3,2.0,0,0,0,0,2,3,3,0,1.0,1.7,1.0,0.0,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6,3,5,3,2,1,6,3,4,2,3,2,2,1,2,1,0,6,0,4,4
1971,2,7,5,5,5.0,3,4,3.5,10,0,0,3,3,1,1,3,4,4,4,3.0,3.5,2.5,2.5,0,1,0,0,3,4,1,1,1.5,2.5,0.5,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,5,3,2,3,1,1,0,6,5,2,2,2,1,0,0,0,1,1,5,1,5,4
4578,3,10,3,7,5.0,2,5,3.3,15,1,0,2,2,1,2,6,4,5,5,3.7,2.7,2.7,3.3,0,2,0,0,1,2,5,1,0.3,2.0,2.3,0.3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,0,2,0,1,0,1,0,1,0,1,0,5,6,2,5,1,4,0,7,3,4,1,3,0,3,0,1,1,1,6,2,2,4
3358,4,18,4,5,4.2,3,7,4.5,17,4,2,1,2,1,2,5,4,4,4,2.5,2.8,2.5,3.0,0,0,0,0,5,4,1,0,2.0,2.0,0.2,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,8,10,4,9,4,5,3,11,4,5,1,5,2,2,1,0,0,0,0,0,20,6
3703,2,13,4,5,4.5,6,7,6.5,9,0,0,1,2,3,3,4,2,4,3,2.5,2.0,3.5,3.0,0,0,1,0,4,1,3,0,2.0,0.5,2.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,6,9,3,11,6,7,3,7,2,5,1,5,2,3,1,0,2,2,1,1,0,2
4626,5,16,4,9,6.4,2,6,3.2,32,0,0,1,2,1,1,8,6,7,5,3.0,3.8,3.6,2.8,0,2,0,0,2,6,3,2,0.8,3.6,1.4,0.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,2,3,2,2,0,2,0,1,0,1,0,12,12,8,10,7,8,5,10,7,7,4,5,3,4,2,1,3,1,30,3,0,4
5839,5,23,3,7,4.4,3,8,4.6,22,2,0,1,1,2,1,4,4,5,4,2.4,2.0,2.8,2.4,0,1,0,0,3,4,2,0,1.6,2.0,0.8,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,2,3,2,0,0,0,0,0,0,0,0,14,13,8,17,9,9,4,9,4,4,2,5,1,2,0,1,3,5,9,7,0,2
5335,3,12,4,4,4.0,3,5,4.0,12,1,0,0,2,2,0,3,3,4,3,1.7,2.7,2.7,1.7,0,1,0,0,3,3,1,0,1.3,2.3,0.3,0.0,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,7,8,4,7,2,6,2,4,4,1,1,1,1,1,1,2,3,4,2,0,0,4
9376,4,22,3,7,5.0,4,7,5.5,20,2,1,1,3,1,2,4,5,3,4,3.0,3.8,2.0,3.2,0,2,0,0,3,3,1,1,2.0,2.5,0.2,0.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,1,1,1,1,1,1,1,0,0,0,0,15,13,8,14,9,8,4,12,8,6,4,6,3,3,1,2,7,0,21,0,18,4
4478,3,11,4,5,4.7,3,5,3.7,14,1,0,2,2,2,0,3,3,4,3,2.3,2.3,2.7,1.7,1,2,0,0,2,3,1,0,1.7,2.3,0.7,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,9,5,5,9,7,3,3,4,3,1,1,3,2,0,0,1,6,7,3,2,0,2
8894,7,29,4,6,4.9,2,7,4.1,34,1,0,0,1,0,2,4,3,4,4,2.1,1.9,2.3,3.0,0,0,0,0,3,3,2,2,1.7,1.6,1.1,0.4,6,7,6,6,5,6,5,7,6,7,6,6,5,6,5,5,6,4,5,3,4,2,2,1,2,1,1,0,1,0,17,20,9,19,11,13,5,19,11,12,5,10,6,6,2,1,2,3,15,13,10,4
5056,3,13,3,5,4.0,3,6,4.3,12,2,0,2,1,0,2,3,3,3,4,2.7,1.7,2.0,2.7,2,1,0,0,3,1,0,1,2.7,1.0,0.0,0.3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,0,0,0,0,1,1,1,1,0,0,0,0,6,7,4,6,3,1,1,9,3,4,2,5,2,1,1,3,1,0,2,0,10,4
7808,3,13,4,5,4.7,3,5,4.3,14,1,0,2,2,2,1,2,4,4,4,2.0,3.0,3.0,2.3,1,0,0,0,2,4,3,0,1.3,1.7,1.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,7,8,4,7,3,4,1,9,4,5,2,4,1,2,0,1,3,1,6,5,3,4
5383,3,13,3,4,3.3,3,6,4.3,10,3,1,1,0,1,1,2,3,3,3,1.7,1.7,2.3,2.3,0,0,0,0,2,2,3,0,1.0,1.0,1.3,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,6,4,2,8,3,3,1,8,3,1,0,4,1,1,0,1,3,2,4,1,0,4
8004,3,15,3,7,5.0,4,6,5.0,15,2,1,3,0,1,1,5,3,5,4,3.7,1.7,3.3,2.7,0,0,0,0,3,2,5,0,2.0,0.7,2.3,0.0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,9,5,2,8,5,2,1,9,4,3,1,4,2,1,1,0,0,6,0,16,3,5
600,3,11,4,5,4.7,2,5,3.7,14,1,1,2,2,2,0,5,3,4,3,3.7,2.3,2.7,1.7,2,0,0,0,5,3,1,0,3.0,1.3,0.3,0.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,8,6,5,7,4,4,3,6,4,2,2,4,2,1,1,0,0,2,0,3,16,3
6763,2,7,3,4,3.5,3,4,3.5,7,2,2,3,2,2,1,4,2,2,1,3.5,2.0,2.0,1.0,3,0,0,0,4,0,0,0,3.5,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,1,0,3,0,2,0,2,0,1,0,0,0,0,0,1,1,5
8650,2,10,4,4,4.0,3,7,5.0,8,2,1,3,1,1,1,3,4,3,4,3.0,2.5,2.0,2.5,0,0,0,0,3,4,1,0,1.5,2.0,0.5,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,3,5,4,2,1,5,3,3,2,1,1,0,0,1,1,0,0,0,0,4
4407,3,12,3,4,3.7,3,5,4.0,11,3,1,1,1,1,1,4,3,4,4,2.3,1.7,2.3,2.3,0,0,0,0,4,3,1,0,2.0,1.0,0.7,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,6,5,2,8,3,3,0,7,4,3,2,4,2,1,0,0,0,5,0,5,0,5
